region,province,congressional_district,no_name,name_of_institution,classification_of_institution,address,contact_number,sector,course_registered_program,duration,status
NCR,Quezon City,6th,906,New Era University,HEI,"St. Joseph St., Milton Hills Subd., Bgy. New Era",981-4221/40,Social Community Dev't. & Other Services,Voice Course II,80 hours,NTR
NCR,Quezon City,6th,906,New Era University,HEI,"St. Joseph St., Milton Hills Subd., Bgy. New Era",981-4221/40,Human Health/Health Care,Caregiving NC II,786 hours,WTR
NCR,Quezon City,5th,907,Novagen College of Quezon City,TVI,"797 Quirino Highway, Gulod, Novaliches, Quezon City",938-1449/ 937-9672,Human Health/Health Care,Caregiving NC II,978 hours,WTR
NCR,Quezon City,2nd,908,"Our Lady of Fatima University, Inc.",HEI,"Esperanza St., Hilltop Mansion Subd., Lagro Quezon City",935-2947/ 291-6504/6556/ 419-1288,ICT,Medical Transcription NC II,396 hours,WTR
NCR,Quezon City,2nd,908,"Our Lady of Fatima University, Inc.",HEI,"Esperanza St., Hilltop Mansion Subd., Lagro Quezon City",935-2947/ 291-6504/6556/ 419-1288,Tourism,Front Office NC II,436 hours,WTR
NCR,Quezon City,2nd,908,"Our Lady of Fatima University, Inc.",HEI,"Esperanza St., Hilltop Mansion Subd., Lagro Quezon City",935-2947/ 291-6504/6556/ 419-1288,Tourism,Housekeeping NC II,436 hours,WTR
NCR,Quezon City,2nd,908,"Our Lady of Fatima University, Inc.",HEI,"Esperanza St., Hilltop Mansion Subd., Lagro Quezon City",935-2947/ 291-6504/6556/ 419-1288,Tourism,Food & Beverage Services NC II ,336 hours,WTR
NCR,Quezon City,2nd,908,"Our Lady of Fatima University, Inc.",HEI,"Esperanza St., Hilltop Mansion Subd., Lagro Quezon City",935-2947/ 291-6504/6556/ 419-1288,Tourism,Commercial Cooking NC II,436 hours,WTR
NCR,Quezon City,2nd,908,"Our Lady of Fatima University, Inc.",HEI,"Esperanza St., Hilltop Mansion Subd., Lagro Quezon City",935-2947/ 291-6504/6556/ 419-1288,Tourism,Baking & Pastry Production NC II,116 hours,WTR
NCR,Quezon City,2nd,908,"Our Lady of Fatima University, Inc.",HEI,"Esperanza St., Hilltop Mansion Subd., Lagro Quezon City",935-2947/ 291-6504/6556/ 419-1288,Tourism,Bartending NC II,286 hours,WTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Maritime,Crewing and Manning Services,460 hours,NTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Tourism,Events Management Services NC III,108 hours,WTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Tourism,Housekeeping NC II,436 hours,WTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Maritime,Ship's Catering Services NC I,50 hours,WTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Tourism,Bartending NC II,438 hours,WTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Tourism,Food & Beverage Services NC II,356 hours,WTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Maritime,Ship Stewarding Course,460 hours,NTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Maritime,Cruise Ship Liner Services,"1,160 hours",NTR
NCR,Quezon City,5th,909,"Philippine School for Maritime and Medical Access, Inc. ",TVI,"2/F Lara-Pesca Bldg., Zabarte Road, Novaliches, Quezon City ",2254909/ 2615680/ 496-9540,Tourism,Cookery NC II,316 hours,WTR
NCR,Taguig City,1st,910,"Philippine School of Interior Design, Inc.",TVI,"Lot 15 Block 86, Bayani Road, AFPOVAI, Taguig City",887-4632/887-2126,Construction,Certificate Course in Basic Interior Design ,648 hours,NTR
NCR,Taguig City,1st,910,"Philippine School of Interior Design, Inc.",TVI,"Lot 15 Block 86, Bayani Road, AFPOVAI, Taguig City",887-4632/887-2126,Construction,Certificate Course in Advanced  Interior Design ,684 hours,NTR
NCR,Manila,4th ,911,"PSVSIA Security Training School, Inc.",TVI,"No. 1957 Craig Street cor. España Blvd. Sampaloc, Manila",714-42-12,Social Community Dev't. & Other Services,Security Services NC I,170 hours,WTR
NCR,Manila,4th ,911,"PSVSIA Security Training School, Inc.",TVI,"No. 1957 Craig Street cor. España Blvd. Sampaloc, Manila",714-42-12,Social Community Dev't. & Other Services,Security Services NC II,223 hours,WTR
NCR,Manila,4th ,911,"PSVSIA Security Training School, Inc.",TVI,"No. 1957 Craig Street cor. España Blvd. Sampaloc, Manila",None,Social Community Dev't. & Other Services,Security Services NC I,170 hours,WTR
NCR,Manila,4th ,911,"PSVSIA Security Training School, Inc.",TVI,"No. 1957 Craig Street cor. España Blvd. Sampaloc, Manila",None,Social Community Dev't. & Other Services,Security Services NC II,223 hours,WTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Others (Language),Korean Language and Culture,100 hours,NTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Others (Language),Japanese Language and Culture,100 hours,NTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Others (Language),English Language,Not Available,NTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Electrical & Electronics,Mechatronics Servicing NC II,174 hours,WTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,TVET,Trainers Methodology Level I,264 hours,WTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Human Health/Health Care,Hilot (Wellness Massage) NC II,120 hours,WTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Electrical & Electronics,Electrical Installation & Maintenance NC III,396 hours,WTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
NCR,Quezon City,2nd,912,Quezon City Lingkod Bayan Skills Development Center,TESDA Technology Institution,"Barangay Fairview Hall Compound, Dahlia Avenue, Quezon City",937-4248,Electrical & Electronics,Computer Systems Servicing NC II - Mobile Training Program,280 hours,WTR
NCR,Quezon City,2nd,913,Quezon City Polytechnic University,TVI,"Quirino Highway, Novaliches, Quezon City",Tel. 936-3019/ 936-0526/ 937-7251,Automotive and Land Transportation,Automotive Servicing NC I,288 hours,WTR
NCR,Quezon City,2nd,913,Quezon City Polytechnic University,TVI,"Quirino Highway, Novaliches, Quezon City",Tel. 936-3019/ 936-0526/ 937-7251,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 hours,WTR
NCR,Quezon City,2nd,913,Quezon City Polytechnic University,TVI,"Quirino Highway, Novaliches, Quezon City",Tel. 936-3019/ 936-0526/ 937-7251,HVAC/R,RAC Servicing NC II,226 hours,WTR
NCR,Quezon City,2nd,914,"Saint Bernadette College of Health & Sciences, Inc.",TVI,"R & J Building, 4th Floor,Quirino Highway, Novaliches",Tel: 930-4155,Human Health/Health Care,Caregiving NC II,Not Available,WTR
NCR,Pateros,Lone,915,"Saint Felicity College, Inc.",TVI,"G/F Paulina Bldg., 162 M. Almeda St., San Roque, Pateros, M.M.",513-9578,Tourism,Food & Beverage Services NC II,356 hours,WTR
NCR,Quezon City,2nd,916,"St. Augustine School of Nursing - Fairview, Inc.",TVI,"JB Crystal Bldg.Quirino Highway , Lagro Q.C.",Tel: 461-3795,ICT,Finishing Course for Call Center Agents,100 hours,WTR
NCR,Quezon City,2nd,916,"St. Augustine School of Nursing - Fairview, Inc.",TVI,"JB Crystal Bldg.Quirino Highway , Lagro Q.C.",Tel: 461-3795,Human Health/Health Care,Caregiving NC II,786 hours,WTR
NCR,Quezon City,2nd,916,"St. Augustine School of Nursing - Fairview, Inc.",TVI,"JB Crystal Bldg.Quirino Highway , Lagro Q.C.",Tel: 461-3795,Human Health/Health Care,Practical Nursing ,Not Available,NTR
NCR,Quezon City,2nd,917,St. Bernadette of Lourdes College Inc.,TVI,"No. 47 Dahlia Ave. cor. Fairlane Ave. West Fairview, Quezon City",Tel: 938-2504/ 930-7494,Tourism,Commercial Cooking NC II,436 hours,WTR
NCR,Quezon City,2nd,917,St. Bernadette of Lourdes College Inc.,TVI,"No. 47 Dahlia Ave. cor. Fairlane Ave. West Fairview, Quezon City",Tel: 938-2504/ 930-7494,Human Health/Health Care,Emergency Medical Services NC II,960 hours,WTR
NCR,Quezon City,2nd,917,St. Bernadette of Lourdes College Inc.,TVI,"No. 47 Dahlia Ave. cor. Fairlane Ave. West Fairview, Quezon City",Tel: 938-2504/ 930-7494,Human Health/Health Care,Caregiving NC II,786 hours,WTR
NCR,Las Pinas City,Lone,918,"ST. Francis De Assissi Educational Foundation, Inc.",TVI,"045 Admiral Village, Talon III, Las Piñas City",468-6331    800-3097,Tourism,Bread/Pastry Production NC II,141 hours,WTR
NCR,Las Pinas City,Lone,918,"ST. Francis De Assissi Educational Foundation, Inc.",TVI,"045 Admiral Village, Talon III, Las Piñas City",468-6331    800-3097,Social Community Dev't. & Other Services,Beauty Care NC II,"1,098 hours",WTR
NCR,Las Pinas City,Lone,918,"ST. Francis De Assissi Educational Foundation, Inc.",TVI,"045 Admiral Village, Talon III, Las Piñas City",468-6331    800-3097,Human Health/Health Care,Massage Therapy NC II,560 hours,WTR
NCR,Las Pinas City,Lone,918,"ST. Francis De Assissi Educational Foundation, Inc.",TVI,"045 Admiral Village, Talon III, Las Piñas City",468-6331    800-3097,Social Community Dev't. & Other Services,Hairdressing NC II,"1,096 hours",WTR
NCR,Las Pinas City,Lone,918,"ST. Francis De Assissi Educational Foundation, Inc.",TVI,"045 Admiral Village, Talon III, Las Piñas City",468-6331    800-3097,Human Health/Health Care,Caregiving NC II,786 hours,WTR
NCR,Caloocan City,1st,919,"St. Francis Technical Institute Center for Development, Training and Competency Assessment, Inc. ",TVI,"No. 0030 Zapote St. PHHC Camarin Area-D Camarin Road, Caloocan City ",514-5119/ 0935-1942973,Tourism,Food & Beverage Services NC II,356 hours,WTR
NCR,Caloocan City,1st,919,"St. Francis Technical Institute Center for Development, Training and Competency Assessment, Inc. ",TVI,"No. 0030 Zapote St. PHHC Camarin Area-D Camarin Road, Caloocan City ",514-5119/ 0935-1942973,ICT,Visual Graphic Design NC III,487 hours,WTR
NCR,Caloocan City,1st,919,"St. Francis Technical Institute Center for Development, Training and Competency Assessment, Inc. ",TVI,"No. 0030 Zapote St. PHHC Camarin Area-D Camarin Road, Caloocan City ",514-5119/ 0935-1942973,Tourism,Events Management Services NC III,108 hours,WTR
NCR,Caloocan City,1st,919,"St. Francis Technical Institute Center for Development, Training and Competency Assessment, Inc. ",TVI,"No. 0030 Zapote St. PHHC Camarin Area-D Camarin Road, Caloocan City ",514-5119/ 0935-1942973,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
NCR,Caloocan City,1st,919,"St. Francis Technical Institute Center for Development, Training and Competency Assessment, Inc. ",TVI,"No. 0030 Zapote St. PHHC Camarin Area-D Camarin Road, Caloocan City ",514-5119/ 0935-1942973,Tourism,Housekeeping NC II,436 hours,WTR
NCR,Caloocan City,1st,919,"St. Francis Technical Institute Center for Development, Training and Competency Assessment, Inc. ",TVI,"No. 0030 Zapote St. PHHC Camarin Area-D Camarin Road, Caloocan City ",514-5119/ 0935-1942973,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC I,268 hours,WTR
NCR,Caloocan City,1st,919,"St. Francis Technical Institute Center for Development, Training and Competency Assessment, Inc. ",TVI,"No. 0030 Zapote St. PHHC Camarin Area-D Camarin Road, Caloocan City ",514-5119/ 0935-1942973,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 hours,WTR
NCR,Quezon City,2nd,920,"St. John Technological College of the Philippines, Inc.",TVI,"29 Jewel St., Forest Hills, Gulod, Novaliches, Quezon City",Tel 937-9956/ 417-0405/ 936-0622,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II                       ,268 hours,WTR
NCR,Quezon City,2nd,920,"St. John Technological College of the Philippines, Inc.",TVI,"29 Jewel St., Forest Hills, Gulod, Novaliches, Quezon City",Tel 937-9956/ 417-0405/ 936-0622,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
NCR,Quezon City,2nd,920,"St. John Technological College of the Philippines, Inc.",TVI,"29 Jewel St., Forest Hills, Gulod, Novaliches, Quezon City",Tel 937-9956/ 417-0405/ 936-0622,Tourism,Front Office Services NC II,436 hours,WTR
NCR,Quezon City,2nd,920,"St. John Technological College of the Philippines, Inc.",TVI,"29 Jewel St., Forest Hills, Gulod, Novaliches, Quezon City",Tel 937-9956/ 417-0405/ 936-0622,Tourism,Food & Beverage Services NC II,356 hours,WTR
NCR,Quezon City,2nd,920,"St. John Technological College of the Philippines, Inc.",TVI,"29 Jewel St., Forest Hills, Gulod, Novaliches, Quezon City",Tel 937-9956/ 417-0405/ 936-0622,Automotive and Land Transportation,Automotive Servicing NC II,676 hours,WTR
NCR,Quezon City,2nd,920,"St. John Technological College of the Philippines, Inc.",TVI,"29 Jewel St., Forest Hills, Gulod, Novaliches, Quezon City",Tel 937-9956/ 417-0405/ 936-0622,Tourism,Housekeeping NC II,436 hours,WTR
NCR,Quezon City,5th,921,"STI Colleges of Metro Manila, Inc.",HEI,"70 Regalado Avenue, North Fairview, Quezon City",Tel: 417-1327/30/ 419-6099,ICT,Programming NC IV,252 hours,WTR
NCR,Quezon City,5th,921,"STI Colleges of Metro Manila, Inc.",HEI,"70 Regalado Avenue, North Fairview, Quezon City",Tel: 417-1327/30/ 419-6099,Others (Language),Intensive English Training,100 hours,NTR
NCR,Pasay City,Lone,922,"STK Maritime and Technical Training Center, Inc.",TVI,"No. 11 G/F First Gilmore Building Roxas Boulevard corner Sta. Monica St., Pasay City",8348208 / 8348207 / 09499939538 / 09279680254,Maritime,Ship’s Catering Services NC I,50 hours,WTR
NCR,Quezon City,5th,923,"Access Computer & Technical Colleges (Cubao, Postdam Quezon City), Inc.",TVI,"3rd Floor St. Francis Condominium, 941 Aurora Blvd., Cubao, Quezon City",911-4669/912-4875,ICT,Programming NC IV,252 hours,WTR
NCR,Quezon City,5th,923,"Access Computer & Technical Colleges (Cubao, Postdam Quezon City), Inc.",TVI,"3rd Floor St. Francis Condominium, 941 Aurora Blvd., Cubao, Quezon City",911-4669/912-4875,Social Community Dev't. & Other Services,Bookkeeping NC III ,292 hours,WTR
NCR,Quezon City,5th,923,"Access Computer & Technical Colleges (Cubao, Postdam Quezon City), Inc.",TVI,"3rd Floor St. Francis Condominium, 941 Aurora Blvd., Cubao, Quezon City",911-4669/912-4875,Tourism,Bartending NC II,438 hours,WTR
NCR,Quezon City,5th,923,"Access Computer & Technical Colleges (Cubao, Postdam Quezon City), Inc.",TVI,"3rd Floor St. Francis Condominium, 941 Aurora Blvd., Cubao, Quezon City",911-4669/912-4875,Tourism,Cookery NC II,316 hours,WTR
NCR,Quezon City,5th,923,"Access Computer & Technical Colleges (Cubao, Postdam Quezon City), Inc.",TVI,"3rd Floor St. Francis Condominium, 941 Aurora Blvd., Cubao, Quezon City",911-4669/912-4875,Tourism,Food & Beverage Services NC II,356 hours,WTR
NCR,Quezon City,5th,923,"Access Computer & Technical Colleges (Cubao, Postdam Quezon City), Inc.",TVI,"3rd Floor St. Francis Condominium, 941 Aurora Blvd., Cubao, Quezon City",911-4669/912-4875,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
NCR,Quezon City,5th,923,"Access Computer & Technical Colleges (Cubao, Postdam Quezon City), Inc.",TVI,"3rd Floor St. Francis Condominium, 941 Aurora Blvd., Cubao, Quezon City",911-4669/912-4875,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
NCR,Quezon City,3rd,924,"Aguinaldo Security Training Center, Inc. (Formerly: Aguinaldo Training Academy, Inc.)",TVI,"Erector's Compound bet. Laura and Zumarrigui Sts. Commonwealth Ave. Old Balara, Diliman, Q.C.",932-6073,Social Community Dev't. & Other Services,Security Services NC II,170 hours,WTR
NCR,Quezon City,3rd,924,"Aguinaldo Security Training Center, Inc. (Formerly: Aguinaldo Training Academy, Inc.)",TVI,"Erector's Compound bet. Laura and Zumarrigui Sts. Commonwealth Ave. Old Balara, Diliman, Q.C.",932-6073,Social Community Dev't. & Other Services,Security Services NC I,170 hours,WTR
NCR,Quezon City,3rd,925,"Ahead Professional Network, Inc.",TVI,"337 Katipunan Avenue, Loyola Hts., Quezon City",Tel No.:  426-0030 /433-9300,Others (Language),Intensive English Language,100 hours,NTR
NCR,Quezon City,3rd,925,"Ahead Professional Network, Inc.",TVI,"337 Katipunan Avenue, Loyola Hts., Quezon City",Tel No.:  426-0030 /433-9300,Others (Language),Business English Skills Training,100 hours,NTR
NCR,Quezon City,2nd,926,"AMA Computer Learning Center of Commonwealth, Inc.",TVI,"Lenjul Bldg., Block 11 Lot 20, Commonwealth Ave., Quezon City",622-9856     427-7003,ICT,Programming NC IV,252 hrs,WTR
NCR,Quezon City,2nd,926,"AMA Computer Learning Center of Commonwealth, Inc.",TVI,"Lenjul Bldg., Block 11 Lot 20, Commonwealth Ave., Quezon City",622-9856     427-7003,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
NCR,Quezon City,2nd,926,"AMA Computer Learning Center of Commonwealth, Inc.",TVI,"Lenjul Bldg., Block 11 Lot 20, Commonwealth Ave., Quezon City",622-9856     427-7003,Tourism,Events Management Services NC III,108 hours,WTR
